epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,1658.71,0.86037,0.79861,1.23162,0.86356,0.85236,0.89383,0.69062,0.84384,0.62177,1.34455,0.000348948,0.000348948,0.000348948
36,1705.94,0.86087,0.79501,1.2322,0.88771,0.84019,0.91006,0.70653,0.83752,0.59996,1.34835,0.000343741,0.000343741,0.000343741
37,1753.12,0.84262,0.7807,1.21764,0.87135,0.855,0.90172,0.68749,0.86407,0.61208,1.3811,0.000338534,0.000338534,0.000338534
38,1800.3,0.84848,0.77938,1.22304,0.87665,0.83018,0.89388,0.685,0.8649,0.63452,1.38217,0.000333326,0.000333326,0.000333326
39,1847.54,0.84589,0.78892,1.2258,0.83164,0.8377,0.87586,0.66619,0.8557,0.64975,1.36601,0.000328119,0.000328119,0.000328119
40,1894.82,0.84732,0.76568,1.21693,0.85225,0.86128,0.89297,0.6921,0.84041,0.61531,1.35671,0.000322911,0.000322911,0.000322911
41,1942.06,0.82829,0.75457,1.2074,0.85966,0.86454,0.90608,0.69565,0.86908,0.60769,1.3815,0.000317704,0.000317704,0.000317704
42,1989.28,0.82905,0.76058,1.21362,0.87965,0.85588,0.90158,0.69341,0.86233,0.59711,1.36638,0.000312497,0.000312497,0.000312497
43,2036.52,0.82109,0.74556,1.20607,0.86609,0.87892,0.9099,0.70892,0.8522,0.56939,1.3677,0.000307289,0.000307289,0.000307289
44,2083.7,0.82323,0.74218,1.19946,0.90612,0.82772,0.89926,0.69982,0.85557,0.58139,1.37696,0.000302082,0.000302082,0.000302082
45,2130.94,0.81629,0.72465,1.20401,0.89098,0.85366,0.91519,0.71354,0.83884,0.57752,1.35402,0.000296874,0.000296874,0.000296874
46,2178.22,0.81429,0.72204,1.1991,0.8944,0.85427,0.9074,0.7034,0.8272,0.56198,1.35347,0.000291667,0.000291667,0.000291667
47,2225.5,0.80796,0.71529,1.19479,0.87824,0.86534,0.90638,0.70635,0.83182,0.5755,1.36106,0.00028646,0.00028646,0.00028646
48,2272.72,0.79926,0.71239,1.18841,0.89464,0.86903,0.92047,0.71987,0.83393,0.55998,1.35798,0.000281252,0.000281252,0.000281252
49,2319.96,0.79608,0.70471,1.18333,0.88752,0.84393,0.90014,0.70845,0.81487,0.58423,1.33638,0.000276045,0.000276045,0.000276045
50,2367.08,0.79792,0.70675,1.18921,0.90541,0.83176,0.89738,0.70309,0.82256,0.58819,1.35563,0.000270837,0.000270837,0.000270837
51,2414.34,0.79062,0.70081,1.1834,0.86165,0.86112,0.90285,0.7138,0.81828,0.58101,1.33322,0.00026563,0.00026563,0.00026563
52,2461.61,0.77845,0.68565,1.17611,0.84718,0.84952,0.89093,0.70093,0.81036,0.58894,1.33626,0.000260423,0.000260423,0.000260423
53,2508.85,0.78636,0.68066,1.18058,0.88859,0.84908,0.9048,0.71286,0.81741,0.58054,1.34829,0.000255215,0.000255215,0.000255215
54,2556.1,0.78231,0.68337,1.17539,0.88924,0.84621,0.90094,0.70327,0.82988,0.58644,1.35343,0.000250008,0.000250008,0.000250008
55,2603.28,0.77973,0.68202,1.17615,0.8998,0.84526,0.91564,0.71578,0.81158,0.56594,1.33714,0.0002448,0.0002448,0.0002448
56,2650.44,0.76715,0.67278,1.16754,0.8612,0.8517,0.8951,0.69783,0.82399,0.58393,1.35344,0.000239593,0.000239593,0.000239593
57,2697.69,0.76047,0.66169,1.16371,0.88364,0.86799,0.90592,0.71038,0.80593,0.56142,1.33683,0.000234386,0.000234386,0.000234386
58,2744.85,0.76038,0.65534,1.16358,0.87137,0.85594,0.90731,0.70949,0.82512,0.56676,1.36218,0.000229178,0.000229178,0.000229178
59,2791.98,0.76122,0.65629,1.15928,0.88781,0.84057,0.90744,0.70718,0.83473,0.56679,1.36337,0.000223971,0.000223971,0.000223971
60,2839.12,0.7516,0.64849,1.15566,0.8892,0.84395,0.91185,0.71311,0.82432,0.5571,1.35181,0.000218763,0.000218763,0.000218763
61,2886.27,0.75317,0.63552,1.15577,0.88052,0.8592,0.91031,0.71121,0.81745,0.55574,1.34337,0.000213556,0.000213556,0.000213556
62,2933.43,0.74751,0.64325,1.15274,0.89217,0.86644,0.91499,0.71094,0.81642,0.54677,1.35454,0.000208349,0.000208349,0.000208349
63,2980.55,0.74657,0.64363,1.15553,0.84634,0.87296,0.90149,0.70687,0.82544,0.56488,1.36139,0.000203141,0.000203141,0.000203141
64,3027.7,0.73804,0.62594,1.1486,0.85932,0.86505,0.90186,0.70408,0.82398,0.56554,1.34831,0.000197934,0.000197934,0.000197934
65,3074.86,0.74083,0.62566,1.15191,0.88175,0.84429,0.89937,0.70389,0.83534,0.56567,1.36296,0.000192726,0.000192726,0.000192726
66,3122.06,0.73079,0.62801,1.14494,0.8936,0.85686,0.90801,0.70752,0.82075,0.54506,1.36712,0.000187519,0.000187519,0.000187519
67,3169.22,0.71877,0.603,1.13642,0.88635,0.86692,0.9117,0.71569,0.81468,0.54937,1.35061,0.000182312,0.000182312,0.000182312
68,3216.34,0.72456,0.6036,1.13641,0.88722,0.86063,0.91423,0.71797,0.82217,0.54256,1.37533,0.000177104,0.000177104,0.000177104
69,3263.47,0.7158,0.60425,1.13964,0.8673,0.86101,0.90087,0.7128,0.81838,0.56514,1.37535,0.000171897,0.000171897,0.000171897
70,3310.58,0.72163,0.61274,1.13862,0.8818,0.85279,0.90561,0.71187,0.81419,0.55544,1.36837,0.000166689,0.000166689,0.000166689
71,3357.74,0.71272,0.60175,1.13134,0.87452,0.8615,0.91269,0.712,0.82442,0.55782,1.37742,0.000161482,0.000161482,0.000161482
72,3404.98,0.70537,0.59415,1.13348,0.88391,0.85967,0.90927,0.71408,0.8101,0.54898,1.35627,0.000156275,0.000156275,0.000156275
73,3452.13,0.70657,0.59744,1.12743,0.87568,0.86769,0.91168,0.71558,0.80268,0.54325,1.35611,0.000151067,0.000151067,0.000151067
74,3499.23,0.70718,0.5832,1.12635,0.87537,0.87444,0.9088,0.71669,0.80649,0.54149,1.35951,0.00014586,0.00014586,0.00014586
75,3546.46,0.69909,0.58288,1.12375,0.88492,0.85542,0.90173,0.70978,0.80378,0.55084,1.36101,0.000140652,0.000140652,0.000140652
76,3593.73,0.69191,0.57701,1.11837,0.87395,0.86298,0.90484,0.71276,0.80563,0.55157,1.36407,0.000135445,0.000135445,0.000135445
77,3640.96,0.70129,0.58852,1.12945,0.88241,0.84619,0.90344,0.7107,0.81753,0.56296,1.3742,0.000130238,0.000130238,0.000130238
78,3688.19,0.69105,0.56746,1.11781,0.86179,0.86213,0.90744,0.71115,0.81601,0.55523,1.37216,0.00012503,0.00012503,0.00012503
79,3735.38,0.68162,0.56178,1.11086,0.91767,0.82753,0.90411,0.71006,0.80953,0.55714,1.37194,0.000119823,0.000119823,0.000119823
80,3782.55,0.68136,0.56354,1.11275,0.8917,0.83568,0.89967,0.70874,0.8193,0.5576,1.37919,0.000114615,0.000114615,0.000114615
81,3829.71,0.67802,0.55474,1.1103,0.90163,0.83368,0.90315,0.71251,0.80887,0.56834,1.37343,0.000109408,0.000109408,0.000109408
82,3876.93,0.68095,0.56298,1.11097,0.87782,0.849,0.90246,0.71318,0.81159,0.5578,1.37867,0.000104201,0.000104201,0.000104201
83,3924.14,0.67794,0.56026,1.11228,0.8584,0.85487,0.89841,0.71257,0.80773,0.55746,1.37962,9.89932e-05,9.89932e-05,9.89932e-05
84,3971.41,0.67438,0.5514,1.10919,0.88356,0.84187,0.90101,0.71354,0.80222,0.54587,1.36562,9.37858e-05,9.37858e-05,9.37858e-05
85,4018.6,0.66687,0.55153,1.10515,0.8849,0.84972,0.90339,0.71312,0.80307,0.54017,1.36425,8.85784e-05,8.85784e-05,8.85784e-05
86,4065.72,0.66611,0.54969,1.10718,0.88004,0.85638,0.90199,0.71417,0.80874,0.54427,1.36984,8.3371e-05,8.3371e-05,8.3371e-05
87,4112.89,0.66633,0.543,1.10077,0.88571,0.84683,0.90547,0.71576,0.80457,0.54872,1.37163,7.81636e-05,7.81636e-05,7.81636e-05
88,4160.09,0.65791,0.53567,1.09522,0.89389,0.85049,0.91312,0.72086,0.80313,0.54745,1.36413,7.29562e-05,7.29562e-05,7.29562e-05
89,4207.26,0.65675,0.53781,1.10102,0.90633,0.83224,0.90855,0.71979,0.79964,0.55013,1.35833,6.77488e-05,6.77488e-05,6.77488e-05
90,4254.4,0.64713,0.52374,1.09102,0.89579,0.85287,0.9084,0.71748,0.80378,0.5505,1.36679,6.25414e-05,6.25414e-05,6.25414e-05
91,4316.61,0.45078,0.2897,0.9728,0.90025,0.85216,0.91737,0.721,0.80623,0.53582,1.37559,5.7334e-05,5.7334e-05,5.7334e-05
92,4363.66,0.4368,0.26996,0.96402,0.88661,0.85498,0.91737,0.7275,0.80174,0.54056,1.37082,5.21266e-05,5.21266e-05,5.21266e-05
93,4410.61,0.43103,0.26428,0.96082,0.89057,0.84782,0.91624,0.72765,0.79414,0.54175,1.36518,4.69192e-05,4.69192e-05,4.69192e-05
94,4457.61,0.4238,0.25996,0.95347,0.88058,0.85922,0.91333,0.73097,0.78806,0.53749,1.36121,4.17118e-05,4.17118e-05,4.17118e-05
95,4504.67,0.41598,0.25442,0.95057,0.88157,0.85672,0.91609,0.73165,0.78582,0.53744,1.36075,3.65044e-05,3.65044e-05,3.65044e-05
96,4551.7,0.41433,0.25119,0.94313,0.89331,0.85519,0.91809,0.73304,0.78398,0.53128,1.36278,3.1297e-05,3.1297e-05,3.1297e-05
97,4598.71,0.40783,0.24649,0.94094,0.88814,0.86166,0.91632,0.73158,0.78285,0.53446,1.36741,2.60896e-05,2.60896e-05,2.60896e-05
98,4645.72,0.40734,0.2445,0.93844,0.88882,0.85761,0.91584,0.73311,0.78198,0.53585,1.36775,2.08822e-05,2.08822e-05,2.08822e-05
99,4692.72,0.40137,0.24376,0.93913,0.89034,0.85987,0.91578,0.73383,0.78098,0.5329,1.36933,1.56748e-05,1.56748e-05,1.56748e-05
100,4739.8,0.40306,0.24183,0.93567,0.89253,0.85164,0.91469,0.73141,0.78224,0.53444,1.37144,1.04674e-05,1.04674e-05,1.04674e-05
