epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,1245.72,0.77736,0.71172,1.12865,0.88145,0.82382,0.89469,0.68537,0.85024,0.6579,1.38307,0.000390608,0.000390608,0.000390608
28,1291.45,0.76385,0.6813,1.11823,0.88408,0.82929,0.91067,0.69976,0.82875,0.63485,1.35185,0.0003854,0.0003854,0.0003854
29,1337.21,0.75866,0.68166,1.11992,0.84858,0.84411,0.89874,0.69635,0.83083,0.64817,1.35093,0.000380193,0.000380193,0.000380193
30,1382.87,0.75275,0.6655,1.11292,0.88959,0.79791,0.90705,0.69535,0.83345,0.65471,1.35029,0.000374985,0.000374985,0.000374985
31,1428.51,0.74922,0.6605,1.10965,0.83372,0.84163,0.88963,0.69016,0.86974,0.62952,1.39706,0.000369778,0.000369778,0.000369778
32,1474.31,0.73953,0.64218,1.10506,0.87988,0.82029,0.89908,0.70054,0.82572,0.65173,1.34547,0.000364571,0.000364571,0.000364571
33,1520.13,0.74325,0.64074,1.10528,0.87231,0.8299,0.8969,0.69519,0.84734,0.62671,1.35959,0.000359363,0.000359363,0.000359363
34,1566.02,0.72608,0.6228,1.09556,0.89624,0.85826,0.92266,0.72222,0.8253,0.59377,1.35034,0.000354156,0.000354156,0.000354156
35,1611.78,0.72728,0.61275,1.09608,0.85641,0.83241,0.89663,0.69914,0.83128,0.63053,1.36225,0.000348948,0.000348948,0.000348948
36,1657.56,0.72486,0.61247,1.09316,0.9046,0.80937,0.8979,0.70309,0.81294,0.64258,1.3305,0.000343741,0.000343741,0.000343741
37,1703.29,0.71928,0.60738,1.09063,0.89681,0.84394,0.91185,0.71757,0.8047,0.58546,1.33209,0.000338534,0.000338534,0.000338534
38,1749.08,0.71453,0.60094,1.08943,0.8851,0.85342,0.90604,0.70175,0.84763,0.60403,1.35789,0.000333326,0.000333326,0.000333326
39,1794.95,0.70775,0.59095,1.08688,0.87493,0.83071,0.902,0.70343,0.82478,0.62499,1.3453,0.000328119,0.000328119,0.000328119
40,1840.84,0.7091,0.59268,1.07958,0.89128,0.83854,0.90082,0.70836,0.80166,0.59958,1.33735,0.000322911,0.000322911,0.000322911
41,1886.59,0.69103,0.56997,1.06911,0.8695,0.8438,0.89868,0.70333,0.82085,0.59449,1.33863,0.000317704,0.000317704,0.000317704
42,1932.23,0.69274,0.56857,1.07426,0.8965,0.84601,0.91217,0.71087,0.82996,0.5918,1.35582,0.000312497,0.000312497,0.000312497
43,1977.95,0.69013,0.56567,1.07058,0.8884,0.83193,0.89408,0.69957,0.81205,0.62179,1.33998,0.000307289,0.000307289,0.000307289
44,2023.65,0.6936,0.55606,1.06812,0.88035,0.85533,0.90625,0.71236,0.82592,0.58372,1.34611,0.000302082,0.000302082,0.000302082
45,2069.32,0.68218,0.54862,1.06961,0.89112,0.83348,0.91128,0.7165,0.8119,0.59999,1.34662,0.000296874,0.000296874,0.000296874
46,2115.22,0.67882,0.54913,1.06223,0.89234,0.83249,0.91567,0.72597,0.79928,0.57023,1.31976,0.000291667,0.000291667,0.000291667
47,2161.07,0.67247,0.53994,1.0619,0.88236,0.86049,0.90715,0.71463,0.79799,0.59181,1.32605,0.00028646,0.00028646,0.00028646
48,2206.96,0.67486,0.53477,1.05847,0.84403,0.87645,0.90567,0.70947,0.82834,0.60123,1.35314,0.000281252,0.000281252,0.000281252
49,2252.79,0.66914,0.53315,1.05641,0.88587,0.84627,0.91538,0.73019,0.8022,0.58649,1.32077,0.000276045,0.000276045,0.000276045
50,2298.6,0.66262,0.52918,1.05558,0.88602,0.86201,0.91674,0.72926,0.81666,0.55949,1.34298,0.000270837,0.000270837,0.000270837
51,2344.38,0.66064,0.52601,1.05355,0.86957,0.8522,0.90849,0.72273,0.8139,0.57771,1.35167,0.00026563,0.00026563,0.00026563
52,2390.23,0.65685,0.51787,1.05023,0.86121,0.8649,0.90455,0.71704,0.809,0.57649,1.33294,0.000260423,0.000260423,0.000260423
53,2436.07,0.65466,0.50893,1.04566,0.90743,0.84745,0.92101,0.73143,0.80712,0.55265,1.33472,0.000255215,0.000255215,0.000255215
54,2481.89,0.65601,0.5108,1.04859,0.88833,0.86282,0.91443,0.72642,0.79891,0.55503,1.3269,0.000250008,0.000250008,0.000250008
55,2527.73,0.64893,0.50093,1.04948,0.91334,0.83703,0.9106,0.71946,0.81283,0.58741,1.33278,0.0002448,0.0002448,0.0002448
56,2573.5,0.64199,0.50167,1.04351,0.85788,0.87485,0.90707,0.72031,0.80799,0.56452,1.34936,0.000239593,0.000239593,0.000239593
57,2619.29,0.63201,0.49191,1.03773,0.88833,0.84434,0.90421,0.72171,0.79993,0.55423,1.33321,0.000234386,0.000234386,0.000234386
58,2665.13,0.64165,0.48936,1.04042,0.87236,0.84402,0.89972,0.72285,0.79225,0.56247,1.3275,0.000229178,0.000229178,0.000229178
59,2710.98,0.63601,0.487,1.03228,0.88915,0.8559,0.9118,0.72776,0.79285,0.55249,1.32783,0.000223971,0.000223971,0.000223971
60,2756.76,0.63647,0.48466,1.03832,0.8745,0.87219,0.91545,0.72562,0.78771,0.54879,1.33592,0.000218763,0.000218763,0.000218763
61,2802.42,0.62752,0.48354,1.03151,0.88928,0.85254,0.90841,0.72913,0.78102,0.54673,1.3275,0.000213556,0.000213556,0.000213556
62,2848.15,0.62319,0.47887,1.03089,0.8834,0.84358,0.91047,0.73263,0.77094,0.54409,1.31185,0.000208349,0.000208349,0.000208349
63,2893.86,0.62387,0.47455,1.03179,0.88019,0.85415,0.90283,0.72168,0.79308,0.57095,1.33564,0.000203141,0.000203141,0.000203141
64,2939.69,0.61413,0.46657,1.02634,0.88149,0.8527,0.90644,0.72858,0.77891,0.56512,1.31039,0.000197934,0.000197934,0.000197934
65,2985.52,0.60973,0.46618,1.02378,0.90429,0.85478,0.91753,0.73859,0.77261,0.53871,1.3104,0.000192726,0.000192726,0.000192726
66,3031.31,0.61287,0.46717,1.02375,0.91245,0.83796,0.92154,0.73992,0.78014,0.53648,1.32539,0.000187519,0.000187519,0.000187519
67,3076.95,0.59883,0.4498,1.01582,0.90169,0.85046,0.91587,0.73927,0.7775,0.53951,1.32533,0.000182312,0.000182312,0.000182312
68,3122.68,0.60427,0.44274,1.01731,0.90547,0.83917,0.91069,0.73018,0.7874,0.55183,1.326,0.000177104,0.000177104,0.000177104
69,3168.31,0.59277,0.43679,1.01612,0.89046,0.84297,0.90537,0.72673,0.78827,0.56225,1.33995,0.000171897,0.000171897,0.000171897
70,3213.98,0.60037,0.44068,1.01426,0.90412,0.8419,0.90939,0.72683,0.78632,0.55808,1.34048,0.000166689,0.000166689,0.000166689
71,3259.72,0.59769,0.44106,1.01335,0.89627,0.85331,0.90659,0.72418,0.80206,0.56908,1.34928,0.000161482,0.000161482,0.000161482
72,3305.44,0.58927,0.43736,1.01497,0.90279,0.84866,0.90737,0.7289,0.78267,0.56514,1.32997,0.000156275,0.000156275,0.000156275
73,3351.1,0.59002,0.43719,1.00942,0.87994,0.85662,0.91088,0.73483,0.77997,0.54705,1.32932,0.000151067,0.000151067,0.000151067
74,3396.88,0.5866,0.42516,1.00698,0.91091,0.84646,0.91407,0.73721,0.78488,0.54892,1.32121,0.00014586,0.00014586,0.00014586
75,3442.6,0.58275,0.42471,1.00394,0.89925,0.84289,0.91806,0.74308,0.77272,0.54778,1.3118,0.000140652,0.000140652,0.000140652
76,3488.25,0.58465,0.42167,1.00643,0.85651,0.87091,0.91802,0.7403,0.77098,0.54837,1.31009,0.000135445,0.000135445,0.000135445
77,3533.95,0.57777,0.42115,1.00397,0.90189,0.83142,0.91647,0.73838,0.77948,0.55033,1.32303,0.000130238,0.000130238,0.000130238
78,3579.71,0.58177,0.41894,1.00484,0.90924,0.833,0.92212,0.74178,0.78002,0.54151,1.32167,0.00012503,0.00012503,0.00012503
79,3625.41,0.56908,0.41548,0.99992,0.89518,0.86665,0.9214,0.74239,0.77599,0.54436,1.3196,0.000119823,0.000119823,0.000119823
80,3671.24,0.56577,0.41069,0.9957,0.91987,0.84605,0.92297,0.74335,0.78371,0.52974,1.33518,0.000114615,0.000114615,0.000114615
81,3717.02,0.56853,0.40641,1.00054,0.91563,0.8413,0.91942,0.74095,0.77409,0.53587,1.33105,0.000109408,0.000109408,0.000109408
82,3762.81,0.56612,0.40539,0.99517,0.92386,0.84129,0.92037,0.74588,0.77682,0.52552,1.32482,0.000104201,0.000104201,0.000104201
83,3808.6,0.56266,0.4041,0.99605,0.91905,0.84124,0.91833,0.73521,0.77812,0.52209,1.32795,9.89932e-05,9.89932e-05,9.89932e-05
84,3854.45,0.56144,0.40463,0.99549,0.91019,0.85164,0.91566,0.73234,0.78232,0.51714,1.33263,9.37858e-05,9.37858e-05,9.37858e-05
85,3900.25,0.5593,0.39452,0.99429,0.91377,0.84246,0.91669,0.73666,0.77778,0.52471,1.32756,8.85784e-05,8.85784e-05,8.85784e-05
86,3945.96,0.5515,0.39181,0.99199,0.86056,0.88412,0.91947,0.73979,0.77388,0.52234,1.32861,8.3371e-05,8.3371e-05,8.3371e-05
87,3991.64,0.56031,0.39183,0.99209,0.89388,0.85978,0.91714,0.73723,0.77393,0.5336,1.32587,7.81636e-05,7.81636e-05,7.81636e-05
88,4037.39,0.55055,0.38687,0.9866,0.90146,0.85325,0.91513,0.73776,0.77699,0.54044,1.32204,7.29562e-05,7.29562e-05,7.29562e-05
89,4083.12,0.54474,0.38851,0.9886,0.90028,0.85514,0.91399,0.74118,0.77012,0.54058,1.31836,6.77488e-05,6.77488e-05,6.77488e-05
90,4128.97,0.54243,0.38483,0.98278,0.90232,0.86081,0.9182,0.74201,0.77374,0.53701,1.32414,6.25414e-05,6.25414e-05,6.25414e-05
91,4192.01,0.42645,0.27216,0.95262,0.90839,0.86569,0.91942,0.73439,0.78461,0.51982,1.34632,5.7334e-05,5.7334e-05,5.7334e-05
92,4237.46,0.41138,0.25845,0.9423,0.92022,0.85973,0.91799,0.73658,0.77939,0.51362,1.34633,5.21266e-05,5.21266e-05,5.21266e-05
93,4282.89,0.40855,0.25591,0.93933,0.9176,0.86201,0.92091,0.7386,0.76946,0.50641,1.33902,4.69192e-05,4.69192e-05,4.69192e-05
94,4328.33,0.40248,0.25029,0.93555,0.91519,0.85593,0.91933,0.73982,0.76805,0.50739,1.33789,4.17118e-05,4.17118e-05,4.17118e-05
95,4373.82,0.39678,0.24476,0.93509,0.91869,0.84859,0.91932,0.74333,0.76523,0.50744,1.33348,3.65044e-05,3.65044e-05,3.65044e-05
96,4419.49,0.39274,0.24215,0.92636,0.89158,0.86974,0.92108,0.74496,0.76318,0.503,1.33522,3.1297e-05,3.1297e-05,3.1297e-05
97,4465.15,0.38757,0.23806,0.92382,0.90376,0.8652,0.92342,0.74693,0.76629,0.50313,1.34463,2.60896e-05,2.60896e-05,2.60896e-05
98,4510.58,0.38831,0.23681,0.9212,0.9049,0.86371,0.92306,0.74645,0.76439,0.50061,1.34378,2.08822e-05,2.08822e-05,2.08822e-05
99,4556.07,0.38462,0.2365,0.92239,0.90299,0.86301,0.92286,0.74784,0.76341,0.5025,1.34505,1.56748e-05,1.56748e-05,1.56748e-05
100,4601.72,0.38654,0.23357,0.92165,0.90565,0.86141,0.92299,0.7462,0.76353,0.50104,1.3457,1.04674e-05,1.04674e-05,1.04674e-05
