epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,1597.57,0.94648,0.8365,1.1926,0.56877,0.66057,0.65154,0.51008,0.97955,1.36255,1.41551,0.000142649,0.000142649,0.000142649
54,1627.43,0.94094,0.82241,1.1916,0.60999,0.57727,0.62292,0.48875,0.95697,1.50441,1.395,0.000139738,0.000139738,0.000139738
55,1657.23,0.92742,0.819,1.18895,0.60115,0.62687,0.63607,0.49588,0.98192,1.43448,1.41148,0.000136828,0.000136828,0.000136828
56,1687.06,0.92824,0.7988,1.18608,0.5653,0.62297,0.61241,0.48693,0.96362,1.51779,1.39718,0.000133917,0.000133917,0.000133917
57,1716.86,0.90843,0.78841,1.17803,0.63975,0.5536,0.62699,0.49765,0.96344,1.44827,1.38385,0.000131006,0.000131006,0.000131006
58,1746.71,0.92076,0.77816,1.17966,0.63638,0.58535,0.61612,0.48669,0.97601,1.49838,1.40959,0.000128096,0.000128096,0.000128096
59,1776.54,0.89027,0.76602,1.17255,0.54102,0.64118,0.62188,0.49278,0.9626,1.48442,1.43055,0.000125185,0.000125185,0.000125185
60,1806.38,0.89859,0.7548,1.17025,0.59499,0.59507,0.61933,0.48671,0.97476,1.46949,1.3965,0.000122275,0.000122275,0.000122275
61,1836.21,0.90171,0.75472,1.17519,0.65412,0.52836,0.59499,0.47015,0.97237,1.52235,1.40731,0.000119364,0.000119364,0.000119364
62,1866.04,0.89374,0.77042,1.16782,0.61974,0.63019,0.63854,0.50755,0.94572,1.36172,1.38042,0.000116453,0.000116453,0.000116453
63,1895.84,0.86807,0.73189,1.1562,0.62131,0.60861,0.6315,0.49142,0.99033,1.46388,1.42527,0.000113543,0.000113543,0.000113543
64,1925.68,0.87812,0.72641,1.15756,0.61941,0.61051,0.64314,0.50222,0.9798,1.38422,1.41421,0.000110632,0.000110632,0.000110632
65,1955.56,0.88398,0.72753,1.16065,0.56977,0.69069,0.64236,0.50269,0.98393,1.50758,1.41089,0.000107722,0.000107722,0.000107722
66,1985.37,0.87391,0.72187,1.1498,0.58623,0.62102,0.63447,0.49949,0.98776,1.45208,1.41691,0.000104811,0.000104811,0.000104811
67,2015.23,0.85957,0.6887,1.13847,0.60761,0.6458,0.64496,0.50844,0.96524,1.41389,1.40332,0.0001019,0.0001019,0.0001019
68,2045.05,0.85802,0.7107,1.15552,0.60408,0.6083,0.62532,0.4926,0.97431,1.48681,1.38834,9.89898e-05,9.89898e-05,9.89898e-05
69,2074.86,0.85102,0.69465,1.13845,0.55351,0.62367,0.62787,0.49528,0.96603,1.48724,1.38479,9.60792e-05,9.60792e-05,9.60792e-05
70,2104.7,0.8508,0.69266,1.13815,0.6153,0.62313,0.63733,0.49722,0.99056,1.42936,1.40405,9.31686e-05,9.31686e-05,9.31686e-05
71,2134.52,0.84362,0.68125,1.13687,0.59506,0.62227,0.63572,0.49357,0.9948,1.47243,1.43985,9.0258e-05,9.0258e-05,9.0258e-05
72,2164.35,0.83639,0.65653,1.13275,0.60419,0.62523,0.63535,0.49995,0.98867,1.45092,1.42152,8.73474e-05,8.73474e-05,8.73474e-05
73,2194.16,0.83187,0.66773,1.13192,0.6502,0.60193,0.6392,0.49967,1.00932,1.41988,1.44249,8.44368e-05,8.44368e-05,8.44368e-05
74,2223.97,0.83307,0.66564,1.12768,0.58901,0.59358,0.6259,0.49055,0.99418,1.53082,1.43732,8.15262e-05,8.15262e-05,8.15262e-05
75,2253.8,0.82217,0.6463,1.12961,0.58213,0.62381,0.63177,0.50362,0.9903,1.54372,1.41746,7.86156e-05,7.86156e-05,7.86156e-05
76,2283.65,0.82288,0.63286,1.117,0.63241,0.60229,0.64421,0.50895,0.99556,1.46487,1.42491,7.5705e-05,7.5705e-05,7.5705e-05
77,2313.52,0.81621,0.64768,1.1243,0.57548,0.64897,0.64175,0.50659,0.98105,1.47777,1.42477,7.27944e-05,7.27944e-05,7.27944e-05
78,2343.33,0.8138,0.64086,1.1214,0.6618,0.57303,0.65429,0.51226,0.97353,1.44319,1.40763,6.98838e-05,6.98838e-05,6.98838e-05
79,2373.14,0.79973,0.63675,1.11616,0.65384,0.60232,0.65982,0.51468,0.99484,1.42406,1.44811,6.69732e-05,6.69732e-05,6.69732e-05
80,2402.95,0.79103,0.61996,1.10191,0.65241,0.56664,0.63106,0.49293,0.99235,1.50527,1.45472,6.40626e-05,6.40626e-05,6.40626e-05
81,2432.8,0.80373,0.62118,1.11227,0.62237,0.62757,0.64501,0.50441,0.98147,1.41588,1.44335,6.1152e-05,6.1152e-05,6.1152e-05
82,2462.64,0.79959,0.62068,1.11475,0.61878,0.62394,0.6372,0.50265,0.98182,1.47476,1.43816,5.82414e-05,5.82414e-05,5.82414e-05
83,2492.45,0.79113,0.60854,1.11475,0.54478,0.64032,0.63031,0.49925,0.98317,1.52046,1.4359,5.53308e-05,5.53308e-05,5.53308e-05
84,2522.24,0.79244,0.62063,1.11488,0.58412,0.60789,0.62929,0.49478,0.97287,1.48146,1.42571,5.24202e-05,5.24202e-05,5.24202e-05
85,2552.11,0.77392,0.60237,1.10013,0.61399,0.61244,0.63589,0.49963,0.97965,1.48944,1.4317,4.95096e-05,4.95096e-05,4.95096e-05
86,2581.97,0.77779,0.60438,1.10428,0.55323,0.65286,0.6376,0.50343,0.97265,1.50198,1.42434,4.6599e-05,4.6599e-05,4.6599e-05
87,2611.81,0.76889,0.58611,1.0935,0.57573,0.62454,0.63374,0.49971,0.97208,1.50522,1.43221,4.36884e-05,4.36884e-05,4.36884e-05
88,2641.65,0.77491,0.59361,1.09387,0.62865,0.6001,0.63973,0.50681,0.97006,1.45805,1.42654,4.07778e-05,4.07778e-05,4.07778e-05
89,2671.53,0.7614,0.57827,1.09169,0.56612,0.64985,0.64361,0.50792,0.97024,1.49184,1.4282,3.78672e-05,3.78672e-05,3.78672e-05
90,2701.34,0.74976,0.56542,1.08718,0.67631,0.5828,0.65013,0.51059,0.98756,1.48244,1.43543,3.49566e-05,3.49566e-05,3.49566e-05
91,2745.77,0.69122,0.43605,1.03711,0.64618,0.55841,0.62809,0.49238,0.98527,1.55017,1.44309,3.2046e-05,3.2046e-05,3.2046e-05
92,2775.43,0.65987,0.41817,1.01956,0.56466,0.63005,0.62559,0.4899,0.99224,1.53709,1.45024,2.91354e-05,2.91354e-05,2.91354e-05
93,2805.14,0.66493,0.39798,1.02042,0.56649,0.63369,0.62429,0.49013,0.99042,1.55657,1.45199,2.62248e-05,2.62248e-05,2.62248e-05
94,2834.82,0.65204,0.39741,1.0157,0.62458,0.5614,0.61867,0.48557,1.00166,1.58106,1.4692,2.33142e-05,2.33142e-05,2.33142e-05
95,2864.53,0.64351,0.38449,1.01327,0.56974,0.62772,0.62457,0.49018,0.99377,1.55592,1.46624,2.04036e-05,2.04036e-05,2.04036e-05
96,2894.23,0.63844,0.37718,1.01086,0.61042,0.56899,0.62207,0.48881,0.99071,1.5559,1.46417,1.7493e-05,1.7493e-05,1.7493e-05
97,2923.92,0.63994,0.38493,1.00843,0.62225,0.57166,0.6218,0.48845,0.99493,1.57983,1.4688,1.45824e-05,1.45824e-05,1.45824e-05
98,2953.64,0.62738,0.36863,1.00348,0.59985,0.59842,0.62178,0.48726,0.99157,1.57703,1.46597,1.16718e-05,1.16718e-05,1.16718e-05
99,2983.33,0.62265,0.366,0.99804,0.55009,0.62749,0.62215,0.49022,0.98856,1.58694,1.46357,8.7612e-06,8.7612e-06,8.7612e-06
100,3013,0.62766,0.3698,1.00647,0.5957,0.60643,0.6333,0.49716,0.99033,1.55231,1.46366,5.8506e-06,5.8506e-06,5.8506e-06
