epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,971.118,0.40751,0.43896,0.94651,0.93799,0.88992,0.94456,0.84345,0.44742,0.40872,0.93858,0.000451066,0.000451066,0.000451066
62,986.932,0.4005,0.44573,0.94931,0.9274,0.89307,0.94812,0.84578,0.44474,0.41422,0.94267,0.000440067,0.000440067,0.000440067
63,1002.75,0.39835,0.4301,0.94178,0.91637,0.91514,0.94341,0.85235,0.42775,0.39321,0.92708,0.000429068,0.000429068,0.000429068
64,1018.59,0.39635,0.43246,0.94631,0.93013,0.90691,0.93554,0.84221,0.43991,0.41467,0.92723,0.000418069,0.000418069,0.000418069
65,1034.37,0.3888,0.42695,0.94358,0.92677,0.89935,0.944,0.84729,0.43887,0.40395,0.9405,0.00040707,0.00040707,0.00040707
66,1050.2,0.39595,0.42673,0.94335,0.94326,0.90085,0.94654,0.84813,0.4467,0.39151,0.94545,0.000396071,0.000396071,0.000396071
67,1065.98,0.39595,0.41797,0.94312,0.9227,0.9049,0.94933,0.85166,0.43217,0.38782,0.93134,0.000385073,0.000385073,0.000385073
68,1081.82,0.39526,0.41377,0.94459,0.94444,0.8928,0.9452,0.84925,0.4319,0.38935,0.92865,0.000374074,0.000374074,0.000374074
69,1097.63,0.38895,0.40035,0.94248,0.93812,0.88814,0.94173,0.84326,0.43779,0.39099,0.92854,0.000363075,0.000363075,0.000363075
70,1113.46,0.3697,0.39259,0.9328,0.9316,0.90075,0.94604,0.84287,0.45612,0.38622,0.94628,0.000352076,0.000352076,0.000352076
71,1129.25,0.3921,0.40741,0.94498,0.92804,0.90178,0.94119,0.84496,0.4432,0.40643,0.93425,0.000341077,0.000341077,0.000341077
72,1145.04,0.36752,0.39806,0.93507,0.94075,0.9025,0.94794,0.85376,0.42947,0.38455,0.92548,0.000330078,0.000330078,0.000330078
73,1160.89,0.37402,0.39065,0.93367,0.95258,0.91767,0.95287,0.85028,0.43063,0.36765,0.92721,0.000319079,0.000319079,0.000319079
74,1176.69,0.36871,0.38647,0.93163,0.91923,0.92212,0.94796,0.85205,0.42808,0.37972,0.92181,0.00030808,0.00030808,0.00030808
75,1192.45,0.36635,0.3742,0.93331,0.96091,0.88159,0.95394,0.85544,0.4208,0.37392,0.92501,0.000297081,0.000297081,0.000297081
76,1208.31,0.36378,0.38003,0.9329,0.95148,0.89091,0.94958,0.85168,0.42236,0.38189,0.92586,0.000286083,0.000286083,0.000286083
77,1224.12,0.36114,0.37812,0.9327,0.93763,0.89091,0.94795,0.85813,0.4146,0.38203,0.92014,0.000275084,0.000275084,0.000275084
78,1240.01,0.35772,0.36665,0.92915,0.92964,0.90206,0.94502,0.86045,0.41174,0.36902,0.92576,0.000264085,0.000264085,0.000264085
79,1255.84,0.34807,0.35912,0.92429,0.92892,0.92542,0.95062,0.86226,0.40938,0.36511,0.91932,0.000253086,0.000253086,0.000253086
80,1271.66,0.35194,0.36713,0.92619,0.92811,0.92041,0.9552,0.86411,0.40907,0.35974,0.91765,0.000242087,0.000242087,0.000242087
81,1287.43,0.35202,0.35793,0.92105,0.94222,0.90651,0.95,0.859,0.41715,0.36658,0.91913,0.000231088,0.000231088,0.000231088
82,1303.24,0.35569,0.36441,0.92394,0.93972,0.91703,0.95424,0.86574,0.40975,0.36361,0.91431,0.000220089,0.000220089,0.000220089
83,1319.04,0.34676,0.35574,0.92651,0.93115,0.90695,0.94971,0.86184,0.40876,0.36999,0.90931,0.00020909,0.00020909,0.00020909
84,1334.99,0.34079,0.34197,0.91886,0.93847,0.91645,0.95453,0.86716,0.40319,0.35954,0.90528,0.000198091,0.000198091,0.000198091
85,1350.88,0.3433,0.35624,0.91771,0.93362,0.90738,0.95426,0.8647,0.40183,0.36434,0.90653,0.000187092,0.000187092,0.000187092
86,1366.68,0.34857,0.35748,0.9223,0.94943,0.91342,0.95719,0.87039,0.39691,0.34047,0.90568,0.000176094,0.000176094,0.000176094
87,1382.46,0.3303,0.35107,0.92042,0.93309,0.90999,0.95389,0.86899,0.39656,0.35363,0.90733,0.000165095,0.000165095,0.000165095
88,1398.26,0.33204,0.34246,0.91735,0.94507,0.91429,0.95289,0.86369,0.4042,0.34976,0.91036,0.000154096,0.000154096,0.000154096
89,1414.07,0.32498,0.34063,0.90957,0.9446,0.91554,0.95278,0.865,0.40237,0.34266,0.91324,0.000143097,0.000143097,0.000143097
90,1429.89,0.32859,0.33367,0.91493,0.94765,0.91687,0.95258,0.86707,0.39463,0.35182,0.90784,0.000132098,0.000132098,0.000132098
91,1460.27,0.33851,0.28409,0.89763,0.93847,0.91081,0.94942,0.86165,0.40359,0.36627,0.91457,0.000121099,0.000121099,0.000121099
92,1476.05,0.32583,0.2551,0.8814,0.93159,0.90981,0.95238,0.86362,0.40402,0.36056,0.91849,0.0001101,0.0001101,0.0001101
93,1491.82,0.31783,0.25079,0.87766,0.94239,0.90671,0.95129,0.86393,0.40502,0.35792,0.91285,9.91012e-05,9.91012e-05,9.91012e-05
94,1507.59,0.31629,0.24587,0.88343,0.95037,0.91062,0.95266,0.86855,0.39367,0.34683,0.90638,8.81023e-05,8.81023e-05,8.81023e-05
95,1523.35,0.31037,0.24508,0.86835,0.94397,0.91244,0.95434,0.87002,0.39339,0.34113,0.90291,7.71034e-05,7.71034e-05,7.71034e-05
96,1539.13,0.30958,0.23858,0.86984,0.94862,0.91703,0.95825,0.87427,0.39078,0.3393,0.90103,6.61045e-05,6.61045e-05,6.61045e-05
97,1554.96,0.30446,0.23845,0.87565,0.95427,0.90658,0.95546,0.87085,0.39341,0.33748,0.9028,5.51056e-05,5.51056e-05,5.51056e-05
98,1570.69,0.30135,0.23257,0.8761,0.94839,0.90587,0.95678,0.87118,0.38738,0.33391,0.90092,4.41067e-05,4.41067e-05,4.41067e-05
99,1586.43,0.29948,0.22682,0.86725,0.94673,0.91284,0.9537,0.86844,0.38902,0.3367,0.8998,3.31078e-05,3.31078e-05,3.31078e-05
100,1602.2,0.29277,0.22894,0.86594,0.9519,0.90524,0.95497,0.87023,0.38755,0.33544,0.8986,2.21089e-05,2.21089e-05,2.21089e-05
