epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,1002.94,1.07615,1.14539,1.28387,0.56217,0.5939,0.61016,0.47766,0.98597,1.43973,1.39798,0.000209593,0.000209593,0.000209593
31,1036.09,1.06546,1.1261,1.27827,0.59095,0.61756,0.63947,0.4947,0.99212,1.31692,1.4229,0.000206682,0.000206682,0.000206682
32,1069.23,1.06954,1.15476,1.2807,0.58232,0.59596,0.61895,0.47886,1.00127,1.46728,1.42152,0.000203771,0.000203771,0.000203771
33,1102.5,1.04308,1.10577,1.26864,0.56581,0.62708,0.61963,0.48644,0.99149,1.38889,1.41987,0.000200861,0.000200861,0.000200861
34,1135.75,1.04475,1.08217,1.27389,0.62936,0.55461,0.63318,0.4914,1.00028,1.41624,1.41952,0.00019795,0.00019795,0.00019795
35,1168.98,1.04072,1.08263,1.26567,0.58933,0.62372,0.61938,0.47391,1.02198,1.4328,1.43417,0.00019504,0.00019504,0.00019504
36,1202.6,1.03019,1.06186,1.25526,0.57787,0.62773,0.63155,0.49325,0.99809,1.42188,1.41117,0.000192129,0.000192129,0.000192129
37,1235.86,1.02597,1.03902,1.25307,0.58873,0.59153,0.61513,0.48294,0.98252,1.46424,1.41244,0.000189218,0.000189218,0.000189218
38,1269.34,1.02534,1.01178,1.25034,0.57756,0.6401,0.64733,0.49995,0.98939,1.3401,1.41966,0.000186308,0.000186308,0.000186308
39,1302.88,1.02721,1.0066,1.25107,0.60457,0.61399,0.61355,0.47883,0.99026,1.4498,1.39659,0.000183397,0.000183397,0.000183397
40,1335.99,1.01762,1.01159,1.24942,0.6061,0.56596,0.6122,0.46813,0.99018,1.46177,1.39238,0.000180487,0.000180487,0.000180487
