epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,292.877,1.19992,0.74344,1.20313,0.98733,0.95099,0.97389,0.6645,1.16665,0.60191,1.17147,0.000935018,0.000935018,0.000935018
18,309.793,1.19993,0.74765,1.19991,0.98053,0.95891,0.97055,0.66941,1.16092,0.57503,1.16073,0.000924019,0.000924019,0.000924019
19,326.813,1.18318,0.71093,1.17966,0.96696,0.95081,0.97557,0.66997,1.13269,0.56564,1.16361,0.00091302,0.00091302,0.00091302
20,343.921,1.19556,0.71656,1.1872,0.97491,0.96935,0.9784,0.68245,1.13496,0.53918,1.15167,0.000902021,0.000902021,0.000902021
21,360.93,1.17718,0.70727,1.18822,0.98964,0.95761,0.97721,0.68129,1.15378,0.54112,1.15992,0.000891022,0.000891022,0.000891022
22,377.952,1.17196,0.70853,1.18032,0.98397,0.96015,0.97896,0.69043,1.10358,0.53423,1.14462,0.000880023,0.000880023,0.000880023
23,394.974,1.15151,0.68549,1.17403,0.99411,0.96156,0.98373,0.69138,1.13259,0.50193,1.15342,0.000869024,0.000869024,0.000869024
24,411.895,1.15119,0.68096,1.1733,0.98558,0.96497,0.98008,0.69041,1.12207,0.50292,1.14825,0.000858025,0.000858025,0.000858025
25,428.999,1.16443,0.68757,1.18167,0.9474,0.96358,0.96758,0.67871,1.13367,0.53098,1.1636,0.000847026,0.000847026,0.000847026
26,446.019,1.14381,0.6742,1.16994,0.97761,0.96212,0.97957,0.69413,1.11407,0.52449,1.14789,0.000836027,0.000836027,0.000836027
27,463.01,1.1208,0.65025,1.16334,0.98001,0.97427,0.98131,0.70183,1.12318,0.50593,1.15224,0.000825029,0.000825029,0.000825029
28,480.228,1.14065,0.66844,1.16231,0.989,0.97603,0.98468,0.6972,1.11615,0.48701,1.14316,0.00081403,0.00081403,0.00081403
29,497.357,1.1051,0.63848,1.14476,0.98127,0.96176,0.98167,0.69162,1.1349,0.51489,1.1462,0.000803031,0.000803031,0.000803031
30,514.513,1.14449,0.65847,1.16984,0.9892,0.96526,0.97985,0.68803,1.13095,0.49543,1.16994,0.000792032,0.000792032,0.000792032
31,531.656,1.11128,0.6442,1.15991,0.98957,0.96895,0.98127,0.69182,1.10347,0.49198,1.1302,0.000781033,0.000781033,0.000781033
32,548.652,1.09169,0.64219,1.14803,0.9846,0.96114,0.98023,0.6761,1.124,0.50896,1.16797,0.000770034,0.000770034,0.000770034
33,565.949,1.10215,0.6324,1.15431,0.96228,0.96178,0.97805,0.68601,1.09899,0.56256,1.12732,0.000759035,0.000759035,0.000759035
34,583.646,1.08734,0.61788,1.13659,0.98295,0.96947,0.98115,0.70401,1.08345,0.47552,1.13238,0.000748036,0.000748036,0.000748036
35,600.678,1.08994,0.62258,1.14527,0.9844,0.96564,0.98057,0.69468,1.11015,0.47506,1.15792,0.000737037,0.000737037,0.000737037
36,617.768,1.06509,0.60275,1.1205,0.98713,0.96774,0.98161,0.70193,1.08969,0.47657,1.13087,0.000726038,0.000726038,0.000726038
37,634.78,1.08162,0.60409,1.13707,0.98173,0.96776,0.98337,0.70455,1.07767,0.48652,1.13575,0.00071504,0.00071504,0.00071504
38,651.807,1.07825,0.61388,1.1307,0.97448,0.97234,0.98361,0.71089,1.08665,0.47039,1.1174,0.000704041,0.000704041,0.000704041
39,668.833,1.06547,0.6014,1.12186,0.98908,0.96114,0.97639,0.69648,1.09249,0.47216,1.11678,0.000693042,0.000693042,0.000693042
40,685.852,1.0722,0.61343,1.12478,0.98811,0.98148,0.98687,0.72061,1.08495,0.44464,1.12695,0.000682043,0.000682043,0.000682043
41,702.86,1.0629,0.58828,1.11703,0.99227,0.97347,0.98766,0.70712,1.08165,0.4538,1.12538,0.000671044,0.000671044,0.000671044
42,719.89,1.05192,0.59651,1.11555,0.99039,0.96913,0.98408,0.71393,1.05719,0.44654,1.10724,0.000660045,0.000660045,0.000660045
43,736.913,1.04402,0.57946,1.0993,0.99316,0.96475,0.98746,0.71512,1.06788,0.45246,1.10845,0.000649046,0.000649046,0.000649046
44,754.041,1.02045,0.56866,1.09974,0.99048,0.97427,0.98552,0.71664,1.04682,0.43694,1.11842,0.000638047,0.000638047,0.000638047
45,771.052,1.02973,0.56029,1.1038,0.99535,0.96178,0.98688,0.72211,1.05612,0.42893,1.10441,0.000627048,0.000627048,0.000627048
46,788.147,1.04044,0.56611,1.10433,0.98577,0.9713,0.98515,0.71678,1.04445,0.43951,1.11237,0.000616049,0.000616049,0.000616049
47,805.292,1.02793,0.55915,1.10041,0.98741,0.97624,0.98853,0.71241,1.05739,0.44042,1.11522,0.000605051,0.000605051,0.000605051
48,822.199,1.03455,0.55896,1.09495,0.99492,0.97762,0.98723,0.71332,1.0589,0.43655,1.11744,0.000594052,0.000594052,0.000594052
49,839.248,1.01952,0.54417,1.09471,0.98345,0.97737,0.98595,0.71497,1.07079,0.43825,1.11466,0.000583053,0.000583053,0.000583053
50,856.157,1.02257,0.54739,1.09477,0.98379,0.97896,0.98833,0.71592,1.08655,0.44632,1.12829,0.000572054,0.000572054,0.000572054
51,873.156,1.00796,0.54185,1.08644,0.98985,0.97318,0.98955,0.72344,1.04493,0.42852,1.10264,0.000561055,0.000561055,0.000561055
52,890.174,1.00883,0.53664,1.08854,0.99065,0.97988,0.99001,0.73318,1.03415,0.41773,1.10312,0.000550056,0.000550056,0.000550056
53,907.051,1.01474,0.5446,1.09045,0.99073,0.97258,0.98939,0.72223,1.05409,0.42251,1.11222,0.000539057,0.000539057,0.000539057
54,924.064,1.01998,0.53676,1.08604,0.98552,0.97679,0.98642,0.71186,1.06213,0.42914,1.12062,0.000528058,0.000528058,0.000528058
55,941.16,0.99455,0.51949,1.07559,0.98779,0.98436,0.9908,0.72792,1.03779,0.41274,1.08881,0.000517059,0.000517059,0.000517059
56,958.17,1.00536,0.51902,1.08009,0.99513,0.97356,0.99064,0.73216,1.03012,0.41515,1.0803,0.00050606,0.00050606,0.00050606
57,975.17,0.96578,0.50353,1.05807,0.98865,0.98617,0.9901,0.72959,1.04883,0.4125,1.10175,0.000495062,0.000495062,0.000495062
58,992.059,0.99159,0.51398,1.07717,0.98577,0.97452,0.98981,0.73203,1.04176,0.4209,1.09097,0.000484063,0.000484063,0.000484063
59,1009.08,0.96951,0.51119,1.06373,0.98867,0.97681,0.99098,0.73136,1.01888,0.40352,1.09149,0.000473064,0.000473064,0.000473064
60,1026,0.96447,0.50942,1.06872,0.98348,0.98448,0.98984,0.73099,1.02654,0.4104,1.0906,0.000462065,0.000462065,0.000462065
61,1043.01,0.9923,0.5108,1.07482,0.98275,0.98199,0.99043,0.72823,1.04007,0.40693,1.10361,0.000451066,0.000451066,0.000451066
62,1060.11,0.9799,0.50678,1.06058,0.99263,0.9779,0.99028,0.71767,1.03657,0.40085,1.10027,0.000440067,0.000440067,0.000440067
63,1077.12,0.9672,0.49802,1.05939,0.99078,0.97896,0.98902,0.73136,1.01996,0.40192,1.09619,0.000429068,0.000429068,0.000429068
64,1094.26,0.9634,0.49187,1.06618,0.98367,0.97876,0.98865,0.73156,1.02202,0.40344,1.09078,0.000418069,0.000418069,0.000418069
65,1112.36,0.95654,0.49346,1.06102,0.99539,0.97577,0.99001,0.72986,1.02732,0.39769,1.09641,0.00040707,0.00040707,0.00040707
66,1129.54,0.94895,0.47165,1.05483,0.99342,0.97176,0.98842,0.73499,1.02552,0.39943,1.09835,0.000396071,0.000396071,0.000396071
67,1146.66,0.93523,0.474,1.05126,0.98603,0.97535,0.98495,0.72747,1.04433,0.39698,1.11061,0.000385073,0.000385073,0.000385073
68,1163.77,0.94342,0.49346,1.05766,0.98777,0.97241,0.98738,0.73024,1.01861,0.39317,1.10379,0.000374074,0.000374074,0.000374074
69,1180.75,0.92849,0.48188,1.04867,0.99126,0.98542,0.99015,0.73814,1.01234,0.39089,1.09209,0.000363075,0.000363075,0.000363075
70,1197.86,0.95797,0.48352,1.05911,0.99067,0.98782,0.99061,0.73414,1.03379,0.38687,1.08674,0.000352076,0.000352076,0.000352076
71,1214.98,0.93417,0.47653,1.05378,0.99592,0.98253,0.98943,0.73484,1.01021,0.38516,1.08717,0.000341077,0.000341077,0.000341077
72,1232.09,0.91403,0.46554,1.04495,0.99452,0.98565,0.99083,0.73389,1.00944,0.38244,1.09535,0.000330078,0.000330078,0.000330078
73,1249.57,0.92608,0.4651,1.0464,0.99561,0.98261,0.99132,0.73726,1.00823,0.37708,1.08846,0.000319079,0.000319079,0.000319079
74,1267.58,0.93084,0.47118,1.04538,0.99281,0.98077,0.99165,0.74344,1.00381,0.38589,1.08137,0.00030808,0.00030808,0.00030808
75,1285.62,0.91277,0.46457,1.03708,0.99158,0.98584,0.99167,0.73655,1.01327,0.37669,1.08808,0.000297081,0.000297081,0.000297081
76,1302.81,0.89889,0.45781,1.03514,0.98507,0.99158,0.99213,0.74519,1.00849,0.37685,1.07738,0.000286083,0.000286083,0.000286083
77,1319.96,0.92139,0.45384,1.03978,0.99125,0.98744,0.99251,0.74144,1.0148,0.37522,1.08225,0.000275084,0.000275084,0.000275084
78,1337.04,0.90392,0.45818,1.03101,0.9928,0.98552,0.99143,0.7425,0.99745,0.37303,1.0766,0.000264085,0.000264085,0.000264085
79,1354.2,0.90318,0.44643,1.03116,0.99744,0.97762,0.99171,0.74138,1.00078,0.37065,1.07642,0.000253086,0.000253086,0.000253086
80,1372.36,0.89864,0.44507,1.02924,0.99552,0.98062,0.99184,0.74948,0.99126,0.37526,1.07735,0.000242087,0.000242087,0.000242087
81,1389.78,0.90448,0.4517,1.02585,0.99544,0.98077,0.99149,0.74355,0.9951,0.37254,1.07421,0.000231088,0.000231088,0.000231088
82,1407.64,0.88267,0.44591,1.02565,0.99179,0.98437,0.99101,0.74156,0.9871,0.36849,1.06727,0.000220089,0.000220089,0.000220089
83,1425.46,0.88266,0.44609,1.02534,0.99156,0.98077,0.9889,0.73214,1.00493,0.37721,1.08092,0.00020909,0.00020909,0.00020909
84,1443.17,0.8846,0.43702,1.02355,0.99302,0.98374,0.99068,0.74294,0.99585,0.36526,1.08007,0.000198091,0.000198091,0.000198091
85,1460.37,0.87248,0.42839,1.0168,0.99207,0.9809,0.99172,0.74753,0.99319,0.36482,1.07404,0.000187092,0.000187092,0.000187092
86,1477.88,0.86935,0.43468,1.01764,0.995,0.98414,0.99218,0.74373,0.98759,0.3605,1.07853,0.000176094,0.000176094,0.000176094
87,1495.95,0.867,0.42388,1.01685,0.99039,0.98241,0.9922,0.74742,0.9866,0.36343,1.07082,0.000165095,0.000165095,0.000165095
88,1513.2,0.87208,0.43605,1.02262,0.99394,0.98586,0.99212,0.74613,0.98366,0.36392,1.07363,0.000154096,0.000154096,0.000154096
89,1530.91,0.85175,0.42043,1.0102,0.99142,0.98788,0.99195,0.74845,0.98762,0.36696,1.07971,0.000143097,0.000143097,0.000143097
90,1548.34,0.84586,0.42045,1.01074,0.99564,0.98257,0.99143,0.74906,0.98332,0.3626,1.07332,0.000132098,0.000132098,0.000132098
91,1580.02,0.79333,0.33742,0.96827,0.992,0.98419,0.99082,0.736,0.9887,0.36125,1.07746,0.000121099,0.000121099,0.000121099
92,1596.65,0.78719,0.32606,0.96327,0.98812,0.98978,0.99075,0.74306,0.99728,0.35985,1.08685,0.0001101,0.0001101,0.0001101
93,1613.25,0.77624,0.31804,0.95921,0.9905,0.98395,0.98754,0.7416,0.99319,0.35724,1.08101,9.91012e-05,9.91012e-05,9.91012e-05
94,1629.88,0.77127,0.31866,0.95679,0.99234,0.98509,0.98972,0.74096,0.99802,0.35904,1.08649,8.81023e-05,8.81023e-05,8.81023e-05
95,1646.49,0.75715,0.3144,0.95292,0.9921,0.98617,0.98987,0.74235,1.00237,0.36014,1.08706,7.71034e-05,7.71034e-05,7.71034e-05
96,1663.1,0.761,0.3167,0.95795,0.99615,0.98257,0.9904,0.74593,1.00304,0.35638,1.08841,6.61045e-05,6.61045e-05,6.61045e-05
97,1679.72,0.75667,0.31287,0.94781,0.99356,0.98977,0.99065,0.74732,0.99763,0.35473,1.08305,5.51056e-05,5.51056e-05,5.51056e-05
98,1696.34,0.74507,0.30961,0.94594,0.99558,0.98391,0.99047,0.7483,0.99442,0.35508,1.08634,4.41067e-05,4.41067e-05,4.41067e-05
99,1712.96,0.75241,0.31419,0.94868,0.99466,0.98617,0.99069,0.75274,0.99212,0.35504,1.08236,3.31078e-05,3.31078e-05,3.31078e-05
100,1729.6,0.74677,0.30846,0.95326,0.99501,0.98596,0.99064,0.74916,0.99152,0.35363,1.08477,2.21089e-05,2.21089e-05,2.21089e-05
